,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Insurance and pension services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jewellery and related articles,4.4398060883545524e-05,4.403268008223687e-05,3.860888058111566e-05,4.442386576837653e-05,4.355502494700542e-05,4.345975360563416e-05,4.4128412330752504e-05,4.383959071039998e-05,4.408218451189504e-05,4.409172669821572e-05,4.394544553062131e-05,0.0,4.4307714085061855e-05,4.4092522257184e-05,4.369447307605518e-05,3.200193034496378e-05,4.363899823594825e-05,4.4148930189121026e-05,4.3827815228976975e-05,4.370337825853798e-05,4.405489599087698e-05,4.4116612725060965e-05,4.21238802908656e-05,4.405311361445963e-05,4.4430124976281094e-05,3.421339330647897e-05,4.3933574181446354e-05,4.378727922291145e-05,4.428071809203288e-05,4.438635888445577e-05,4.386484356966706e-05,4.116547247391249e-05,4.419716782897557e-05,4.408783818213113e-05,4.411246387398052e-05,0.0,4.413100239466294e-05,4.409181972920141e-05,4.414200015559398e-05,0.0,4.405455543917839e-05,4.3056655771104366e-05,4.406899654727249e-05,4.3945940922684094e-05,4.391201393325123e-05,4.403481028367469e-05,4.404832858146849e-05,4.4063556518443926e-05,4.382311133530433e-05,4.40477965793146e-05,4.348400228715373e-05,4.418867326165036e-05,4.3356316053824276e-05,4.419631922142597e-05,4.4092522257184e-05,4.437778951965425e-05,2.4569341717477907e-05,4.252715622280678e-05,4.377109247880562e-05,4.406927879911447e-05,4.440840778481321e-05,4.0354247063126055e-05,4.421478587487543e-05,4.404601734082682e-05,4.388783387633466e-05,4.379852987105445e-05,4.4128365764788765e-05,4.412839101817789e-05,4.3248236095950167e-05,4.2228005650701474e-05,4.412791077018916e-05,1.1693230420977464e-05,4.4154929818716e-05,4.3983388804390744e-05,4.390356959447243e-05,4.4021967437569275e-05,4.095547905238147e-05,4.4336404773569836e-05,4.395937117548553e-05,4.40485575568089e-05,4.394544553062131e-05,4.380712161906775e-05,4.400429617818341e-05,4.3821202653723446e-05,4.4049796979593965e-05,4.398161063558237e-05,2.22114727726481e-05,4.3883377501895594e-05,4.274378326404599e-05,4.432395421221428e-05,4.110750216308649e-05,4.181182333683857e-05,4.408516430674115e-05,4.4114048245384526e-05,4.41481397554222e-05,4.398326851909772e-05,1.9058885450609145e-05,4.393628884033534e-05,2.915450737932972e-05,4.41236919638135e-05,4.427220495988064e-05,4.4097538824240016e-05,4.3879052990917865e-05,4.403225886431051e-05,4.409227157020443e-05,4.320023163986741e-05,4.412726148390776e-05,4.364821475536663e-05,4.392118713981959e-05,4.399766191120504e-05,4.4035462900692184e-05,4.388122527025284e-05,4.402526289234373e-05,4.064808091551231e-05,4.4059809994608054e-05,4.4092522257184e-05,4.442688581049093e-05,4.400887569698537e-05,4.4084282732709884e-05,4.420860833599943e-05,4.402546955164621e-05,4.399095136068956e-05,4.4043956914716626e-05,4.433530283511141e-05,0.0,4.319888968924664e-05,4.407351324362903e-05,2.1352866103190982e-05,4.38548318153045e-05,4.3112896903233686e-05,4.405746425113553e-05,4.397774977979438e-05,3.986147778265437e-05,4.3946982220257164e-05,4.272561220858777e-05,4.4084392254024014e-05,4.413303143324015e-05,4.2702016200411894e-05,4.4114767456317475e-05,4.363158696165507e-05,4.41037257307215e-05,4.363348191128451e-05,4.362273386077882e-05,4.414767465262089e-05,4.386016719250854e-05,4.409184400686842e-05,4.424675824966268e-05,4.39454714257205e-05,4.402282173903873e-05,4.409268001835128e-05,4.40640968198527e-05,4.392355535598681e-05,4.396470041352505e-05,4.409424088613379e-05,4.365944820724289e-05,4.403424387027588e-05,0.0,4.3653438910220204e-05,4.3321595518674176e-05,4.4260834486939436e-05,0.0,4.409424088613379e-05,4.4067484335394765e-05,4.407393642896533e-05,4.390100956749114e-05,0.0,4.355482875812933e-05,3.657550483243034e-05,4.408074396726548e-05,4.409012551038598e-05,2.048994084773949e-05,4.416073065450219e-05,2.131863952977646e-05,4.3478768295409585e-05,4.4048557556808884e-05,4.397176672699452e-05,4.405250667313099e-05,3.9421846690730806e-05,4.388222891982723e-05,4.389364334213117e-05,4.406159880761513e-05,4.412587481874316e-05,2.22114727726481e-05,4.411501472536066e-05,0.0,4.394544553062129e-05,4.116547247391249e-05,4.400421916650075e-05,4.395272900156813e-05,4.292257352796367e-05,4.4128390515807003e-05,4.3907507593161376e-05,3.891589663354734e-05,4.4137050688902946e-05,4.419336273903117e-05,4.3788484151985716e-05,3.7522690768225786e-05,1.694216763505472e-05,4.36418698997296e-05,4.3969501517037716e-05,4.442995108297759e-05,4.403599230181532e-05,4.412384121158467e-05,4.4407047333446194e-05,4.41276907367059e-05,4.4119168564384235e-05,4.408410126550485e-05,4.0138862499341724e-05,0.0,4.411481399254654e-05,4.402569416727344e-05,4.408040963048167e-05,4.4178217833484225e-05,4.076089272271849e-05,4.406441756111683e-05,4.415492981871601e-05,4.402459913903726e-05,4.403539864708852e-05,4.413164805033331e-05,4.376349689869367e-05,4.4134696534806064e-05,4.202559727337427e-05,4.444524156772243e-05,4.125727727158576e-05,4.383066530033091e-05,4.405687012588246e-05,4.407696107072105e-05,4.415113968581632e-05,4.410980664883427e-05,4.408927930374113e-05,4.397060354352367e-05,4.417229157119303e-05,4.409057133376803e-05,4.4073798867359386e-05,4.408189995336384e-05,4.396822927504116e-05
Knitted and crocheted fabrics and articles,5.698658076132592e-06,2.886708169490053e-06,2.8292350240159314e-06,5.0931099007555e-06,2.4980320642628588e-06,2.724607904290602e-06,2.973562105049921e-06,2.830338392324231e-06,2.641977616442902e-06,3.0302448339877435e-06,3.04230397295979e-06,2.5808747077741114e-06,8.538660875634855e-06,3.0167012979541638e-06,2.799960841352764e-06,2.425450222011737e-06,2.943252110493918e-06,2.787935158219177e-06,2.871698808944755e-06,2.9600820870108206e-06,2.784668416647141e-06,2.9005930018204087e-06,2.5728074511416415e-06,2.888690777031329e-06,7.404418051508465e-06,2.501285150967576e-06,2.3881671894299676e-06,2.7512822491330893e-06,3.07868315555017e-06,6.203260192072752e-06,2.780487959605991e-06,1.8777257899388652e-06,5.209272478158304e-06,2.969006649786039e-06,2.9172383391525575e-06,0.0,2.913749672657608e-06,2.8797952088107405e-06,4.600003445237665e-06,0.0,2.796842002974212e-06,3.0879341392106113e-06,2.9001656175407648e-06,2.8480931853443084e-06,2.9005255656412644e-06,2.902348993397601e-06,2.835688634136847e-06,3.0010526025749424e-06,1.0766217177592646e-06,3.832265245437846e-06,2.80896498381567e-06,6.314754089368473e-06,3.286391811876371e-06,3.239771445414258e-06,0.0,7.333529454082687e-06,2.5899407263524357e-06,2.9017455917121747e-06,2.842740024222203e-06,2.9072882013464813e-06,5.318212792509072e-06,2.8259900550132143e-06,5.739723043876593e-06,2.8703877365565024e-06,2.052335656958272e-06,2.870650716748422e-06,2.8989793822531096e-06,2.9001656175407648e-06,2.8022752577776815e-06,2.726086660849018e-06,2.898830044475399e-06,2.6820266733841756e-06,2.9748656270347347e-06,3.0128078957650598e-06,2.8112047848977417e-06,2.079276864791168e-06,2.8105679667067582e-06,2.9158806708774604e-06,2.9412338121773913e-06,2.8693332877600786e-06,2.8632454019507244e-06,2.7152201251129064e-06,2.9054401328321333e-06,2.847890327455885e-06,2.8860384905354697e-06,2.8424377265279967e-06,2.7016705920017787e-06,3.0348094942787366e-06,2.7543797984837533e-06,4.793953056000231e-06,2.8497381776300992e-06,0.00010928490814638156,2.8953338395277702e-06,3.6487996333184526e-06,2.8739665866294887e-06,8.390574129659337e-06,2.2590402805841032e-06,6.0865154155414554e-06,2.788787874559243e-06,2.9128652919611364e-06,2.911696522408247e-06,0.0,2.8898780061068135e-06,2.9043662517709607e-06,2.9403476160338385e-06,3.01933530189887e-06,2.9655758956936636e-06,1.7924752803358449e-06,4.583909528024984e-06,2.906008451663062e-06,2.9629253460890827e-06,2.5895563436862626e-06,2.8531414235029066e-06,2.6764054250268217e-06,2.9279561253559547e-06,2.9973423843542026e-06,7.127970636241818e-06,2.88580838476215e-06,2.982430876599019e-06,2.9160024974907626e-06,2.829734664786027e-06,2.8998237389698325e-06,2.870048460046134e-06,5.363057414683683e-06,0.0,2.856387412374849e-06,2.9720041584595693e-06,2.6259903999007873e-06,2.7849368270884803e-06,2.687610612146667e-06,2.3300035203635455e-06,2.817294107871075e-06,2.6716814282449083e-06,2.9116281238380754e-06,3.015335080915069e-06,3.850874237118185e-06,7.079713274963847e-06,2.653175292915819e-06,2.8645427193961784e-06,2.5281255758027265e-06,2.905336969254642e-06,2.688575563530375e-06,2.885543782572183e-06,2.8268582177230184e-06,2.9357277288402524e-06,2.905579195401196e-06,2.857309023234458e-06,2.862688927296923e-06,2.978097226017594e-06,2.9637072437814703e-06,2.8946952491229346e-06,2.8541605547344754e-06,2.9000134882064033e-06,3.0427370212719366e-06,2.902858292669883e-06,1.6960793347425518e-05,3.043604247546812e-06,2.9600820870108206e-06,2.78779020798878e-06,2.91655076708215e-06,2.929064677023548e-06,3.043604247546812e-06,2.929581434321702e-06,2.898601731421332e-06,3.5686291019445574e-06,0.0,2.9000406400601756e-06,2.9210945472421685e-06,2.913905144426009e-06,3.0280537351638956e-06,2.832945283886509e-06,2.900152455801005e-06,2.660354135758849e-06,2.7936468164627644e-06,2.8693332877600803e-06,3.67567175438455e-06,2.793780705002997e-06,2.5919291386656084e-06,2.637017950099651e-06,2.784561511577999e-06,2.96450509545874e-06,2.89641258151921e-06,2.972666996775688e-06,2.974802287805263e-06,2.8112047848977425e-06,2.910775061378705e-06,2.9174343653313252e-06,3.031578489670011e-06,2.7510196581025058e-05,2.6788451689127204e-06,2.897030912732639e-06,2.822849097291472e-06,2.47476113326392e-06,2.9728926340394384e-06,2.7521380783155106e-06,3.6789447517336536e-06,2.7596897989276147e-06,2.644969059078419e-06,2.805513301268616e-06,2.907234411521709e-06,5.9728299387454176e-06,2.913522858911676e-06,2.853238151877397e-06,7.641108923768358e-06,2.918385098113557e-06,2.752896247492199e-06,2.9322142217904345e-06,2.6542280346329502e-06,0.0,2.7775076974989845e-06,2.900414078893332e-06,2.9580165656166554e-06,4.466181791042522e-06,2.564993484004569e-06,2.7682550484004893e-06,2.9888012471385513e-06,3.0196503152909566e-06,1.6255988005253748e-06,2.890131528381476e-06,2.6617538986193136e-06,2.7682550484004893e-06,2.870781713375841e-06,7.740673584960636e-06,1.1795838015137643e-06,2.9245677696210973e-06,4.7534330629603346e-06,2.8997358224252877e-06,5.89914115534041e-06,2.9235504534068905e-06,2.905776120996562e-06,2.855548203885678e-06,2.9437218416143447e-06,2.8949816060378113e-06,2.9026170633048824e-06,2.9418846153066555e-06,2.9178097513543987e-06
Lifting and handling equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lighting equipment and electric lamps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live Cattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live Swine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luggage handbags etc.; saddlery & harness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macaroni noodles & similar products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Machine tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
